1,3,5,7,7,5,7,5
0.33333,1,4,6,6,5,7,4
0.2,0.25,1,3,4,4,4,3
0.14286,0.16667,0.33333,1,3,3,3,2
0.14286,0.16667,0.25,0.33333,1,0.33333,1,0.33333
0.2,0.2,0.25,0.33333,3,1,3,1
0.14286,0.14286,0.25,0.33333,1,0.33333,1,0.33333
0.2,0.25,0.33333,0.5,3,1,3,1
